entity_id,state,last_changed
sensor.lixee_zlinky_tic_puissance_apparente,1066,2026-07-17T22:37:58.551Z
sensor.lixee_zlinky_tic_puissance_apparente,1070,2026-07-17T22:38:04.559Z
sensor.lixee_zlinky_tic_puissance_apparente,1071,2026-07-17T22:38:11.587Z
sensor.lixee_zlinky_tic_puissance_apparente,1066,2026-07-17T22:38:17.619Z
sensor.lixee_zlinky_tic_puissance_apparente,1063,2026-07-17T22:38:23.630Z
sensor.lixee_zlinky_tic_puissance_apparente,1067,2026-07-17T22:38:35.675Z
sensor.lixee_zlinky_tic_puissance_apparente,1065,2026-07-17T22:38:42.705Z
sensor.lixee_zlinky_tic_puissance_apparente,1070,2026-07-17T22:38:48.725Z
sensor.lixee_zlinky_tic_puissance_apparente,1069,2026-07-17T22:38:55.752Z
sensor.lixee_zlinky_tic_puissance_apparente,1071,2026-07-17T22:39:01.768Z
sensor.lixee_zlinky_tic_puissance_apparente,1061,2026-07-17T22:39:08.797Z
